question,answer,category,product,language
BASTIN K P KUNDUKULANGARA HOUSE PLOT NO 105 AYYANTHOLE THRISSUR 680 003 PH 9446146903 CELON CINNAMON ORIGINAL 500GM EXPORT CARDOMOM 500 GM PLEASE SEND AMOUNT AND UPI NO,"✅ Google Pay സൗകര്യം ലഭ്യമാണ് – സ്കാനർ ഉപയോഗിച്ച് പണം നൽകാം! 💵 Cash On Delivery (COD) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയ അഡ്വാൻസ് ₹60 + ₹40 (COD ചാർജ്) = ₹100 നൽകി ഓർഡർ ഉറപ്പാക്കാം. 📌 COD ഓർഡറുകൾക്ക് അധികം ₹40 ചാർജ് ബാധകമാണ്. Google Pay :8075519579 OR ബാങ്ക് അക്കൗണ്ട് വിശദാംശങ്ങൾ: അക്കൗണ്ട് ഉടമ: BASIL THOMAS അക്കൗണ്ട് നമ്പർ: 50100439256291 IFSC: HDFC0000133 📸 പണം നൽകിയ ശേഷം സ്ക്രീൻഷോട്ട് ഷെയർ ചെയ്യണം. നന്ദി!",payment_query,cinnamon,english
"Hello! I WANT 250 Grm cinnamon+ Gpay number. Address, 750,8th Main, block3 Koramangala -Bangalor560034, Karnataka -India 🙏","✅ Google Pay സൗകര്യം ലഭ്യമാണ് – സ്കാനർ ഉപയോഗിച്ച് പണം നൽകാം! 💵 Cash On Delivery (COD) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയ അഡ്വാൻസ് ₹60 + ₹40 (COD ചാർജ്) = ₹100 നൽകി ഓർഡർ ഉറപ്പാക്കാം. 📌 COD ഓർഡറുകൾക്ക് അധികം ₹40 ചാർജ് ബാധകമാണ്. Google Pay :8075519579 OR ബാങ്ക് അക്കൗണ്ട് വിശദാംശങ്ങൾ: അക്കൗണ്ട് ഉടമ: BASIL THOMAS അക്കൗണ്ട് നമ്പർ: 50100439256291 IFSC: HDFC0000133 📸 പണം നൽകിയ ശേഷം സ്ക്രീൻഷോട്ട് ഷെയർ ചെയ്യണം. നന്ദി!",payment_query,cinnamon,english
"Hello! Can I get more info cinnamon?I require 200 gm. Renganatha swamy , Sreeragam, KRA B 97/2, Kollur gardens, Vidyadhiraja road, Kannan moola, Thiruvananthapuram 695011 Phone 9142368949. Payment on confirmation.","✅ Google Pay സൗകര്യം ലഭ്യമാണ് – സ്കാനർ ഉപയോഗിച്ച് പണം നൽകാം! 💵 Cash On Delivery (COD) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയ അഡ്വാൻസ് ₹60 + ₹40 (COD ചാർജ്) = ₹100 നൽകി ഓർഡർ ഉറപ്പാക്കാം. 📌 COD ഓർഡറുകൾക്ക് അധികം ₹40 ചാർജ് ബാധകമാണ്. Google Pay :8075519579 OR ബാങ്ക് അക്കൗണ്ട് വിശദാംശങ്ങൾ: അക്കൗണ്ട് ഉടമ: BASIL THOMAS അക്കൗണ്ട് നമ്പർ: 50100439256291 IFSC: HDFC0000133 📸 പണം നൽകിയ ശേഷം സ്ക്രീൻഷോട്ട് ഷെയർ ചെയ്യണം. നന്ദി!",payment_query,cinnamon,english
"Hello! Can I get more info cinnamon? please provide me 2/3 packets cinnamom and cost and payment method <ul class=""dropdow","✅ Google Pay സൗകര്യം ലഭ്യമാണ് – സ്കാനർ ഉപയോഗിച്ച് പണം നൽകാം! 💵 Cash On Delivery (COD) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയ അഡ്വാൻസ് ₹60 + ₹40 (COD ചാർജ്) = ₹100 നൽകി ഓർഡർ ഉറപ്പാക്കാം. 📌 COD ഓർഡറുകൾക്ക് അധികം ₹40 ചാർജ് ബാധകമാണ്. Google Pay :8075519579 OR ബാങ്ക് അക്കൗണ്ട് വിശദാംശങ്ങൾ: അക്കൗണ്ട് ഉടമ: BASIL THOMAS അക്കൗണ്ട് നമ്പർ: 50100439256291 IFSC: HDFC0000133 📸 പണം നൽകിയ ശേഷം സ്ക്രീൻഷോട്ട് ഷെയർ ചെയ്യണം. നന്ദി!",payment_query,cinnamon,english
"Name -Shaheena Jalaluddin Address - Green park, kavli building, room no.003, Ground floor,Near hathi mohalla masjid, Vasai gaon Vasai West. Maharashtra Pin code - 401201 Phone - 9823819566 No.of packets - Black pepper 500 g Cinnamon - 200 g","✅ Google Pay സൗകര്യം ലഭ്യമാണ് – സ്കാനർ ഉപയോഗിച്ച് പണം നൽകാം! 💵 Cash On Delivery (COD) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയ അഡ്വാൻസ് ₹60 + ₹40 (COD ചാർജ്) = ₹100 നൽകി ഓർഡർ ഉറപ്പാക്കാം. 📌 COD ഓർഡറുകൾക്ക് അധികം ₹40 ചാർജ് ബാധകമാണ്. Google Pay :8075519579 OR ബാങ്ക് അക്കൗണ്ട് വിശദാംശങ്ങൾ: അക്കൗണ്ട് ഉടമ: BASIL THOMAS അക്കൗണ്ട് നമ്പർ: 50100439256291 IFSC: HDFC0000133 📸 പണം നൽകിയ ശേഷം സ്ക്രീൻഷോട്ട് ഷെയർ ചെയ്യണം. നന്ദി!",payment_query,cinnamon,english
Can I pay via GPay?,"✅ Google Pay സൗകര്യം ലഭ്യമാണ് – സ്കാനർ ഉപയോഗിച്ച് പണം നൽകാം! 💵 Cash On Delivery (COD) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയ അഡ്വാൻസ് ₹60 + ₹40 (COD ചാർജ്) = ₹100 നൽകി ഓർഡർ ഉറപ്പാക്കാം. 📌 COD ഓർഡറുകൾക്ക് അധികം ₹40 ചാർജ് ബാധകമാണ്. Google Pay :8075519579 OR ബാങ്ക് അക്കൗണ്ട് വിശദാംശങ്ങൾ: അക്കൗണ്ട് ഉടമ: BASIL THOMAS അക്കൗണ്ട് നമ്പർ: 50100439256291 IFSC: HDFC0000133 📸 പണം നൽകിയ ശേഷം സ്ക്രീൻഷോട്ട് ഷെയർ ചെയ്യണം. നന്ദി!",payment_query,cinnamon,english
Is COD available?,"✅ Google Pay സൗകര്യം ലഭ്യമാണ് – സ്കാനർ ഉപയോഗിച്ച് പണം നൽകാം! 💵 Cash On Delivery (COD) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയ അഡ്വാൻസ് ₹60 + ₹40 (COD ചാർജ്) = ₹100 നൽകി ഓർഡർ ഉറപ്പാക്കാം. 📌 COD ഓർഡറുകൾക്ക് അധികം ₹40 ചാർജ് ബാധകമാണ്. Google Pay :8075519579 OR ബാങ്ക് അക്കൗണ്ട് വിശദാംശങ്ങൾ: അക്കൗണ്ട് ഉടമ: BASIL THOMAS അക്കൗണ്ട് നമ്പർ: 50100439256291 IFSC: HDFC0000133 📸 പണം നൽകിയ ശേഷം സ്ക്രീൻഷോട്ട് ഷെയർ ചെയ്യണം. നന്ദി!",payment_query,cinnamon,english
GPay number tharamo?,"✅ Google Pay സൗകര്യം ലഭ്യമാണ് – സ്കാനർ ഉപയോഗിച്ച് പണം നൽകാം! 💵 Cash On Delivery (COD) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയ അഡ്വാൻസ് ₹60 + ₹40 (COD ചാർജ്) = ₹100 നൽകി ഓർഡർ ഉറപ്പാക്കാം. 📌 COD ഓർഡറുകൾക്ക് അധികം ₹40 ചാർജ് ബാധകമാണ്. Google Pay :8075519579 OR ബാങ്ക് അക്കൗണ്ട് വിശദാംശങ്ങൾ: അക്കൗണ്ട് ഉടമ: BASIL THOMAS അക്കൗണ്ട് നമ്പർ: 50100439256291 IFSC: HDFC0000133 📸 പണം നൽകിയ ശേഷം സ്ക്രീൻഷോട്ട് ഷെയർ ചെയ്യണം. നന്ദി!",payment_query,cinnamon,english
Can I pay via GPay?,"Please send payment via Google Pay to 8075519579 (PureLeven Exim). After payment, share a screenshot here so we can dispatch your order.",payment_query,clove,english
"[Reply: Payment] എത്ര രൂപ അയക്കണമെന്ന് പറയൂ Combo offers 100 gm cardomom ,100 gm ഗ്രാമ്പൂ","Please send payment via Google Pay to 8075519579 (PureLeven Exim). After payment, share a screenshot here so we can dispatch your order.",payment_query,clove,english
Is COD available?,"Please send payment via Google Pay to 8075519579 (PureLeven Exim). After payment, share a screenshot here so we can dispatch your order.",payment_query,clove,english
GPay number tharamo?,"Please send payment via Google Pay to 8075519579 (PureLeven Exim). After payment, share a screenshot here so we can dispatch your order.",payment_query,clove,english
What payment methods are accepted?,"Please send payment via Google Pay to 8075519579 (PureLeven Exim). After payment, share a screenshot here so we can dispatch your order.",payment_query,clove,english
Rs.999 combo Mathew B1/201 Sangath Pure Near DCIS Circle Chandkheda Ahmedabad 382424 Let me know the mode of payment....,"✅ Google Pay സൗകര്യം ലഭ്യമാണ് – സ്കാനർ ഉപയോഗിച്ച് പണം നൽകാം! 💵 Cash On Delivery (COD) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയ അഡ്വാൻസ് ₹60 + ₹40 (COD ചാർജ്) = ₹100 നൽകി ഓർഡർ ഉറപ്പാക്കാം. 📌 COD ഓർഡറുകൾക്ക് അധികം ₹40 ചാർജ് ബാധകമാണ്. Google Pay :8075519579 OR ബാങ്ക് അക്കൗണ്ട് വിശദാംശങ്ങൾ: അക്കൗണ്ട് ഉടമ: BASIL THOMAS അക്കൗണ്ട് നമ്പർ: 50100439256291 IFSC: HDFC0000133 📸 പണം നൽകിയ ശേഷം സ്ക്രീൻഷോട്ട് ഷെയർ ചെയ്യണം. നന്ദി!",payment_query,combo,english
[Reply: Payment] Combo 699,"✅ Google Pay സൗകര്യം ലഭ്യമാണ് – സ്കാനർ ഉപയോഗിച്ച് പണം നൽകാം! 💵 Cash On Delivery (COD) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയ അഡ്വാൻസ് ₹60 + ₹40 (COD ചാർജ്) = ₹100 നൽകി ഓർഡർ ഉറപ്പാക്കാം. 📌 COD ഓർഡറുകൾക്ക് അധികം ₹40 ചാർജ് ബാധകമാണ്. Google Pay :8075519579 OR ബാങ്ക് അക്കൗണ്ട് വിശദാംശങ്ങൾ: അക്കൗണ്ട് ഉടമ: BASIL THOMAS അക്കൗണ്ട് നമ്പർ: 50100439256291 IFSC: HDFC0000133 📸 പണം നൽകിയ ശേഷം സ്ക്രീൻഷോട്ട് ഷെയർ ചെയ്യണം. നന്ദി!",payment_query,combo,english
Let me know the mode of payment.... Address Rony Mathew B1/201 Sangath Pure Near DCIS Circle Chandkheda Ahmedabad 382424 Rs.999 combo,"✅ Google Pay സൗകര്യം ലഭ്യമാണ് – സ്കാനർ ഉപയോഗിച്ച് പണം നൽകാം! 💵 Cash On Delivery (COD) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയ അഡ്വാൻസ് ₹60 + ₹40 (COD ചാർജ്) = ₹100 നൽകി ഓർഡർ ഉറപ്പാക്കാം. 📌 COD ഓർഡറുകൾക്ക് അധികം ₹40 ചാർജ് ബാധകമാണ്. Google Pay :8075519579 OR ബാങ്ക് അക്കൗണ്ട് വിശദാംശങ്ങൾ: അക്കൗണ്ട് ഉടമ: BASIL THOMAS അക്കൗണ്ട് നമ്പർ: 50100439256291 IFSC: HDFC0000133 📸 പണം നൽകിയ ശേഷം സ്ക്രീൻഷോട്ട് ഷെയർ ചെയ്യണം. നന്ദി!",payment_query,combo,english
Can I pay via GPay?,"✅ Google Pay സൗകര്യം ലഭ്യമാണ് – സ്കാനർ ഉപയോഗിച്ച് പണം നൽകാം! 💵 Cash On Delivery (COD) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയ അഡ്വാൻസ് ₹60 + ₹40 (COD ചാർജ്) = ₹100 നൽകി ഓർഡർ ഉറപ്പാക്കാം. 📌 COD ഓർഡറുകൾക്ക് അധികം ₹40 ചാർജ് ബാധകമാണ്. Google Pay :8075519579 OR ബാങ്ക് അക്കൗണ്ട് വിശദാംശങ്ങൾ: അക്കൗണ്ട് ഉടമ: BASIL THOMAS അക്കൗണ്ട് നമ്പർ: 50100439256291 IFSC: HDFC0000133 📸 പണം നൽകിയ ശേഷം സ്ക്രീൻഷോട്ട് ഷെയർ ചെയ്യണം. നന്ദി!",payment_query,combo,english
Is COD available?,"✅ Google Pay സൗകര്യം ലഭ്യമാണ് – സ്കാനർ ഉപയോഗിച്ച് പണം നൽകാം! 💵 Cash On Delivery (COD) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയ അഡ്വാൻസ് ₹60 + ₹40 (COD ചാർജ്) = ₹100 നൽകി ഓർഡർ ഉറപ്പാക്കാം. 📌 COD ഓർഡറുകൾക്ക് അധികം ₹40 ചാർജ് ബാധകമാണ്. Google Pay :8075519579 OR ബാങ്ക് അക്കൗണ്ട് വിശദാംശങ്ങൾ: അക്കൗണ്ട് ഉടമ: BASIL THOMAS അക്കൗണ്ട് നമ്പർ: 50100439256291 IFSC: HDFC0000133 📸 പണം നൽകിയ ശേഷം സ്ക്രീൻഷോട്ട് ഷെയർ ചെയ്യണം. നന്ദി!",payment_query,combo,english
GPay number tharamo?,"✅ Google Pay സൗകര്യം ലഭ്യമാണ് – സ്കാനർ ഉപയോഗിച്ച് പണം നൽകാം! 💵 Cash On Delivery (COD) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയ അഡ്വാൻസ് ₹60 + ₹40 (COD ചാർജ്) = ₹100 നൽകി ഓർഡർ ഉറപ്പാക്കാം. 📌 COD ഓർഡറുകൾക്ക് അധികം ₹40 ചാർജ് ബാധകമാണ്. Google Pay :8075519579 OR ബാങ്ക് അക്കൗണ്ട് വിശദാംശങ്ങൾ: അക്കൗണ്ട് ഉടമ: BASIL THOMAS അക്കൗണ്ട് നമ്പർ: 50100439256291 IFSC: HDFC0000133 📸 പണം നൽകിയ ശേഷം സ്ക്രീൻഷോട്ട് ഷെയർ ചെയ്യണം. നന്ദി!",payment_query,combo,english
Did you have any information from the bank? About my payment₹360,"✅ Google Pay സൗകര്യം ലഭ്യമാണ് – സ്കാനർ ഉപയോഗിച്ച് പണം നൽകാം! 💵 Cash On Delivery (COD) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയ അഡ്വാൻസ് ₹60 + ₹40 (COD ചാർജ്) = ₹100 നൽകി ഓർഡർ ഉറപ്പാക്കാം. 📌 COD ഓർഡറുകൾക്ക് അധികം ₹40 ചാർജ് ബാധകമാണ്. Google Pay :8075519579 OR ബാങ്ക് അക്കൗണ്ട് വിശദാംശങ്ങൾ: അക്കൗണ്ട് ഉടമ: BASIL THOMAS അക്കൗണ്ട് നമ്പർ: 50100439256291 IFSC: HDFC0000133 📸 പണം നൽകിയ ശേഷം സ്ക്രീൻഷോട്ട് ഷെയർ ചെയ്യണം. നന്ദി! 08:15 PM",payment_query,general,english
payment എങ്ങിനെ,"✅ Google Pay സൗകര്യം ലഭ്യമാണ് – സ്കാനർ ഉപയോഗിച്ച് പണം നൽകാം! 💵 Cash On Delivery (COD) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയ അഡ്വാൻസ് ₹60 + ₹40 (COD ചാർജ്) = ₹100 നൽകി ഓർഡർ ഉറപ്പാക്കാം. 📌 COD ഓർഡറുകൾക്ക് അധികം ₹40 ചാർജ് ബാധകമാണ്. Google Pay :8075519579 OR ബാങ്ക് അക്കൗണ്ട് വിശദാംശങ്ങൾ: അക്കൗണ്ട് ഉടമ: BASIL THOMAS അക്കൗണ്ട് നമ്പർ: 50100439256291 IFSC: HDFC0000133 📸 പണം നൽകിയ ശേഷം സ്ക്രീൻഷോട്ട് ഷെയർ ചെയ്യണം. നന്ദി! 08:15 PM",payment_query,general,english
Can I pay through gpay,"✅ Google Pay സൗകര്യം ലഭ്യമാണ് – സ്കാനർ ഉപയോഗിച്ച് പണം നൽകാം! 💵 Cash On Delivery (COD) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയ അഡ്വാൻസ് ₹60 + ₹40 (COD ചാർജ്) = ₹100 നൽകി ഓർഡർ ഉറപ്പാക്കാം. 📌 COD ഓർഡറുകൾക്ക് അധികം ₹40 ചാർജ് ബാധകമാണ്. Google Pay :8075519579 OR ബാങ്ക് അക്കൗണ്ട് വിശദാംശങ്ങൾ: അക്കൗണ്ട് ഉടമ: BASIL THOMAS അക്കൗണ്ട് നമ്പർ: 50100439256291 IFSC: HDFC0000133 📸 പണം നൽകിയ ശേഷം സ്ക്രീൻഷോട്ട് ഷെയർ ചെയ്യണം. നന്ദി! 08:15 PM",payment_query,general,english
Ok 🙏 Thank you Payment okay aano,"✅ Google Pay സൗകര്യം ലഭ്യമാണ് – സ്കാനർ ഉപയോഗിച്ച് പണം നൽകാം! 💵 Cash On Delivery (COD) ആഗ്രഹിക്കുന്നവർക്കായി, ചെറിയ അഡ്വാൻസ് ₹60 + ₹40 (COD ചാർജ്) = ₹100 നൽകി ഓർഡർ ഉറപ്പാക്കാം. 📌 COD ഓർഡറുകൾക്ക് അധികം ₹40 ചാർജ് ബാധകമാണ്. Google Pay :8075519579 OR ബാങ്ക് അക്കൗണ്ട് വിശദാംശങ്ങൾ: അക്കൗണ്ട് ഉടമ: BASIL THOMAS അക്കൗണ്ട് നമ്പർ: 50100439256291 IFSC: HDFC0000133 📸 പണം നൽകിയ ശേഷം സ്ക്രീൻഷോട്ട് ഷെയർ ചെയ്യണം. നന്ദി! 08:15 PM",payment_query,general,english
